"","doc_id","first_page_indicator","title","day","month","year","newspaper_id","article_date","multipage_article","page_id","multipage_id","article_id","text"
"11","SLGD_1904_05_01_P47_001_01.txt",TRUE,"AT THE SIGN OF THE STRIPPED POLE",1,5,1904,"SLGD","5/1/04","checked","P47_001","_01","SLGD19040501P47_001","the circus parade as a shining exampleworlds fairs as    e promoters of strifethe curse of precedencewearay    ing of the green as a casus bellia breach of interf zz a  national courtesythe green above the redst mallelzo zb  achy gets helpcabanne to the rescuethe tribulay  mlz tions of the justthe judge gets his back to the walil the veteran boarder makes a standworlds fair zory  rates no extortionthe eminent lawyer waxes warm 3 h  "
"12","SLGD_1904_05_01_P47_001_02.txt",FALSE,"AT THE SIGN OF THE STRIPPED POLE",1,5,1904,"SLGD","5/1/04","checked","P47_001","_02","SLGD19040501P47_001","the man who knows it ali was trying to conceal the fact that he had walked six blocks to see the circus parade but the wise guy was willing to swear that he had geen bim goinganqhad afterward conemplated him in the act of following the ealiope and why not the wise guy wanted te ik cleus parsde than i any e ntus parade any of the parades we will see here durits the worids faira circus parade is natural end unaffected and there is no straining   park no flunkyism and no snob  such as ore almost inseparable from ether andmore pretentious parades if the camels a ahead of the elephants and the elephants ahead of the lions in the order of por the mephacs dont blow and the  ons mt roar about it that is something which will not be true of the worlds   pasneee and functions we are to have  ere during  ay a a ae    ba 8s e judge loo up from the thind chair for the next  fi months st louis will be the center for snobs and snobbery of all sorts there will be a strife for place and recognition whichwill sicken the hearts uf all sensible folk such things seem to be pecpershis from worlds fairs igs ey it atchicago and buffalo end they vo had the same thing although in lesseer gegree at all of the great expositions at paris in europe such points igs been settled for generations by the laws or customs governing hereditary rank and frong which there isno appeal a this country where we havéno such laws or customsnd where 2 stent many people who do not feel sure of themselves man age to elbow their way to the front in all co displays and dress parades we find   most heartrending exhibitions of snobbery in theworld there is a strife which beggars all description in its results of heartburnings and bitterness which long ait their occasion during the chicago  xposition you remember there was never "
"13","SLGD_1904_05_01_P47_001_03.txt",FALSE,"AT THE SIGN OF THE STRIPPED POLE",1,5,1904,"SLGD","5/1/04","checked","P47_001","_03","SLGD19040501P47_001","a meeting of the board of woman managers without a storm of tears over questions of precedence and yot i imagine the feeling was no more intense among the women than the men aiceaaee the men did mot weep over it in public at least some of them ee have shed a few bitter tears in private but in public they took it out in cussing or kept still about it which was surely the best way these worlds fairs lare great things and no goubt they do a great deal of good but in leaving legacies of envy hate and malice in many hearts they also doa great deal of harm  if pe hon fe stop that irish band from  playing wearin of the green  said tommy adkins out of a khaki suit in the second therell be more trouble than they can take care of for their pavilion isnt far from ours   os eek in by an outlander brought on a chilly silence for a moment nobody wanted to be inhospitable but there was a general as pik a to rally around old ireland the horseman attempted to pour oll on the water but poured iton the fire instead by saying i got acquainted with the bandmaster and he says it is his intention to dedicate the irish eo by playing the green above the eas  instantly the khaki suit in the second was bolt yt gr and tommy growled in a seep bass if they do that well give em go save the king and rule britannia one aftertheother and thinking he had disposed of the matter to the satisfaction of everybody tommy lay down again  but vou have no band here said the oe fa geste with an interrogation point in his voice  the royal grenadiers band is coming and lord but you ought to hear em play rule britannia growled tommy closing his eyes in the double delight of a reminiscence and a retrospection    none of these foreign bands should be allowed in the grounds said the walking delegate home industry and union labor is my motto but if your royal grenadier "
"14","SLGD_1904_05_01_P47_001_04.txt",FALSE,"AT THE SIGN OF THE STRIPPED POLE",1,5,1904,"SLGD","5/1/04","checked","P47_001","_04","SLGD19040501P47_001","band gets in there and goes to playing god save the king it had better look out for snake rang that tune is something he wont listen to without fighting  well well said the horseman who saw tommys head rising off the cushian again and sought to queil the rising agian t snake has troubles of his own so i imagine he wont try to stop the music but i gn tell you why the irish band was allowed to play in the midway contrary to rules and sepulations it was because they played wearing of the green and every policeman around the place is an irishman  it was a breach of international courtesy growled tommy  not under the circumstances said the horseman soothingly the audience asssembled in the midway to meet the party was almost exclusively irish and there are always a great many of that blood in the vicinity of the union station to the immediate west of which edifice lies st malachys parish containing a great many irish families all of which are now up in army xeainst the invasicn of the scarlet evil lho wearing of the green by a real irish band was calculated to increase their enthusiasm  but st malachy doesnt haye to figkt the battle alone this time said the eminent lawyer in the first as she did two years ago when this same removal of the searlet woman from chestnut and pine and market streets was up and it was known that st malachys parish was the place selected for their transplanting at that time the good people of st malachy got little or no sympathy or moral support from neighborhoods not threatened in the same way they were left to sent their  own battle alone and they did it effectually by serving a notice onthe authortties that if the thing was attempted they would defend their homes byforce of arms and they went to arming and drilling for that very purpose but now they have all the help they want even cabanne is stirred up and very much afraid of the invasion i was very much surprised when "
"15","SLGD_1904_05_01_P47_001_05.txt",FALSE,"AT THE SIGN OF THE STRIPPED POLE",1,5,1904,"SLGD","5/1/04","checked","P47_001","_05","SLGD19040501P47_001","i first heard of that and thought it a false alarm owing to the distance of that part of the ote 4 from the center but since i have heard the bass of their fears i understand it better they have heard that the scarlet woman is anxious to leave the heart of the city for the bo at and move out as close to the worlds fair grounds as sho can get wherefore cabanne takes fright and strikes hands with st malachy parish in defense of god and home and native land it will not be long until iike st malachy they begin ily   themselves and drilling to repel the dread assault the star of empire  cabanne has seen gress tribulations of late years said the rounder it is now nearly a year since int   commenced tearingup her streets and now those same streets or some of them are in a worse condition than ever before then there has been trouble over the cabanne ciub and the burning question of hard or soft drinks within its precincts then there have been the fiat dwellers against whom the old aristocrats of the quarter have sought to draw a line of exclusion with only partial success  the flat dweller is breaking into the sacred precincts df cabanne in spite of em the efforts which have been made to "
"16","SLGD_1904_05_01_P47_001_06.txt",FALSE,"AT THE SIGN OF THE STRIPPED POLE",1,5,1904,"SLGD","5/1/04","checked","P47_001","_06","SLGD19040501P47_001","keep him out a the boardig house is also ty be inbers out there after the worlds fair the boarding house will be much more in evidence than ever before and so will some other things saloons for instance it all reminds me of a sermon i heard preached a few years ago by a man who knew what he was talking about and wasnt afraid to tell what he knew he was going after the heads of families who run away from the vice of  great city instead of usin their power as citizens and voters to curb such vices and hold them within bounds you cowards said he whs run away from the enemy of your homes need not think that the enemy will not follow you he may wait awhile and ovespy the ground from which you have retreated but as soon as he needs it in his business he will march jee the country arde are now ocoupyint and drive you out of it i tell you you will have to move gain and again until at ae you come to the place where you can go no farther and there you will have etther to surrender or put your back to the wall an oe es i have fhougtt of that on a great ere times within the past rey fe ars when this or hoi part of the west da has been pepoaine for relief and   bape none and this trouble of cabanne brings it up still more freshly to my mind    ie  tt is the proximity of the worlds fair which is changing things in cabanne now said the man who knows it all by bringing things in there for profit which were never there before and which will not linger long after the fair closes its gates  i wish i could be sure of it said the sudge i live out there because i am one of the cowards who ran away from vice i have run away twice in the last twenty years but now i am beginning to feel like putting my back to the wall and fighting as that preacher did for i dont see where 1 could go to now but i wish i could feel sure that the az we dislike so much in cabanne woul move away after the worlds  fair but i am afraid some of them will stay  one thing you will have more numerous ly and more rmanently said the rounder will the boarding house  wiis 22 224 zi "
"17","SLGD_1904_05_01_P47_001_07.txt",FALSE,"AT THE SIGN OF THE STRIPPED POLE",1,5,1904,"SLGD","5/1/04","checked","P47_001","_07","SLGD19040501P47_001","then said  the judge sighing all the rest will follow  the veteran boarder turned his head on the cushion and said sir if have been a boarder for twentyfive pons and i hurl back your insinuation with scorn  my dear sir said the judge uneasily what imean be that there can be no class so interested apo ba eh vice out of a neighborhood jas those who have their family altars there the man who boards has only  to pack his trunk and call an express ty xo rey st  and lots of themare doing it now said the horseman le iy  other quarters becauce their landladies have been compelled to raise rates on them to equalize the increase in their own rents and wand are the people who are sending broadcast the stories  of extortion by st louis hoteis and boarding houses anything appears extortion to them which does not give them the secondstory corner front at  450 per many of them have been writing letters to people outside the city to the effect that there is foing to be an awful amount of extortion here this is done with a view to keeping the crowds away and forcing things back to the old figures it will be a good thing for st louis if she never goes back to the old figures the worlds fair rates being charged are in no way exorbitant take the uttle book issued by the worlds fair information bureau and in which are listed the locations and prices of thhouses which will entertain visitors pew the fair and you will find that where prices are unreasonable noni are unreasonably low and not umreasonably highthe average is below rather than above a fair rate for such a time as this when the supply of boarding houses will not be out of pronoraon to the demand the aeorege is about 75 cents per day for lodging ould anybody ask it eer    well said the eminent lawyer i guess theres always som body who can ask it cheaper i see a man who says he is from europe and has come to stay throughout the entire fair is writing to the globedemocrat and kicking because he can not keep the room he has been occupying at the regular rates he does not want anyhody put in the room with him and does not want to pay more than the usual rate for occupying it all by himself he says and no doubt he is in deadly earnest that he thinks euch extortion as yy mw man take somebody in with him or pay advanced rates  the crowds are breaking in the doors 2 clamoring for accommodations will surely hurt the fair no doubt he will write back europe that he ts being imposed upon when every sensible penser can see that he ts a cheap skate who is try ing to cut a wide swath at little expense if a man wants to he a sport let him be a sport but not atin horn sport i am afrafd considerable damage has i tay 4 been dcne by these stories of extortion which are absolutely without fdundation in fact cor diality and hospitality are the words which have always represented the spirit of bt   "
"18","SLGD_1904_05_01_P47_001_08.txt",FALSE,"AT THE SIGN OF THE STRIPPED POLE",1,5,1904,"SLGD","5/1/04","checked","P47_001","_08","SLGD19040501P47_001","louis and they have represented t so tru  ly and so ape that we have bred a class of people here who resent any advance in rates at a time of high rents and high prices and great crowds as a personal injury and take occasion to give the city which has teen a generous home to them the hameé of an extortioner abroad i certainly think such people are of little value to any community 4  the eminent lawver had worked himself into such a passion that the deep red of his unger showed loud on the topof his bald head and his barber asked him if he wanted a hair restorative but the emtment ae ag bia s he got out of the chair no im waiting to see if dave hills bald head can nominate parker the mute for president   the convention in this city next july if a bald head can do that i want no hair on mine "
"19","SLGD_1904_05_01_P47_001_09.txt",FALSE,"AT THE SIGN OF THE STRIPPED POLE",1,5,1904,"SLGD","5/1/04","checked","P47_001","_09","SLGD19040501P47_001","right said the judge looking up from the third chair for the next six months st louis will be the center for snobs and snobbery of all sorts "
"20","SLGD_1904_05_01_P47_001_10.txt",FALSE,"AT THE SIGN OF THE STRIPPED POLE",1,5,1904,"SLGD","5/1/04","checked","P47_001","_10","SLGD19040501P47_001","tf they dont stop that irish band from playing wearin of the green  sai é tommy adkins out of a khaki suit in the second therell be more trouble than they can take care of "
"21","SLGD_1904_05_01_P47_001_11.txt",FALSE,"AT THE SIGN OF THE STRIPPED POLE",1,5,1904,"SLGD","5/1/04","checked","P47_001","_11","SLGD19040501P47_001","the veteran boarder turned his head on the cushion and said sir i have been a boarder for twentyfive years and i hurl back your insinuation with scorn bs "
"22","SLGD_1904_05_14_P3_001_01.txt",TRUE,"SIGHTS AND ECHOES OF THE EXPOSITION",14,5,1904,"SLGD","5/14/04","checked","P3_001","_01","SLGD19040514P3_001","the elderly gentleman with the ytd beard and the double goldbowed glasses said when i wasa young man 1 went  to the crystal palace  the prevalence exhibition in ew  york in 1858 ait if   of the nude lemember distinctly  that there was   no  such thing as nude art there and that  the    only approach to it was a figure of a  cherub or a cupid i dont remember ex actly which that was undraped and  so  many protests were made about it that it  owas finally remoyvedand now see whatwe have come to   t      we are getting europeanized thats ail   said the younger men in  europe nude   art is looked cgnas a matter of course   by   and by we shall come to lopk pm it as 4 matter of course im this country   well  dont know how the people now  adays are being raised but we didnt used   to consider it proper to have unclothejl statues or pictures about but i have be i   to every exhibition since 1858 and i notice   more and more of it each time   its all in the name of art replied  the other you know what they say about the human form divine that it is the most graceful form in all animalcreation         dont know that it 8 a bit more grace  ful than aapanther or a tiger or some of the ent tribe    i a  oh people are not interested much if   statues of cnimals though there are lots of good ones    ae    cf course not and as you say it must be because we are getting eurcpeanized that we have all the wuildings covered with men and womencar lessly attired in bath towels and such and the picture galleries full of them but do we want to be euro peanized ee       t guess i can stand it if other people can   i guess i can too and the old gentle  man tookoff his eyeglasses and wiped them with 2 resigned but not exactly convinced  expression on his countenance    tt would be a fine thing if one were yery wealthy or wielded great influence to be able to see an electric fountain that woul  z stay one color for five some personal minutes this may have been the dream views on   of thousands but docs anybody remember un fountains   electric fountain or   ever hear of anlectrie fountain that didnt change all its shadés as fast as the man who went dowr the trap door before it started can work if it shoots up an entrancing golden hu   feet in the air and you are wrapped in ecstiucy at the sight you have no more than composed yourartist sou for the draft of joy than it changes to read this very fast green yellow purple red lilac violet white orange rose indigo pink azure emerald blue amethyst before you cam say jack without the robinson now when one want a pink fountain he wante it pink and he would like to have it stay pink until he dae through looking at that color there isnt any ovjection to spectroscepic hash on the bill of fare a ones m awhile serve hash but my favorit shade of fountain is a goleen yellow is  golden unadulterated yellow ever to be had no it must have apurple and a rose hie as side partner bag are thing that throw shadews into our lives they make ay seem dark and drear so much mores when yor have hit the wrong restaurant somewhere down the pike lea j se aiancas srn nes mee od    tl was thinking whata queer thing iz would be said a recent arrival at the inside inn addressing us as he sat smoking   with his   feet  tales of an against the plaster dé paris porch column  inside inn his heels occasionally    chipping off pieces of    tale no 3   it as he moved phen  if things were re versed and instead of us giving all the worlds fairs and bringing to them the strange races of the earth it should be the chinese or the turcomans or the bur mese suppose they were powerful and civilized and they should desire an anthropophagal village on their midway and "
